loss,val_loss
519.602783203125,129.98046875
99.38683319091797,101.73902893066406
81.69895935058594,73.26292419433594
80.38813781738281,70.68343353271484
77.29513549804688,65.60897827148438
76.79285430908203,66.99764251708984
79.00313568115234,66.92726135253906
75.04586029052734,68.01628112792969
72.70375061035156,81.6439208984375
72.68734741210938,72.0835952758789
71.49560546875,70.81322479248047
66.12763214111328,59.040225982666016
63.64554977416992,58.94049835205078
62.840335845947266,60.839088439941406
65.09159088134766,56.4743766784668
60.41529083251953,51.2275505065918
64.75338745117188,71.68836212158203
63.466983795166016,56.034786224365234
59.1496467590332,59.13664627075195
56.998626708984375,44.79676055908203
57.43952178955078,334.78668212890625
59.471534729003906,56.416900634765625
55.26220703125,51.698673248291016
51.90742874145508,44.15406799316406
52.82145309448242,48.59495544433594
51.8321533203125,44.464805603027344
50.78784942626953,51.533443450927734
49.776302337646484,43.97463607788086
49.85771560668945,47.06623458862305
47.289119720458984,47.58721923828125
50.46153259277344,43.153594970703125
49.47378158569336,43.5306396484375
47.14895248413086,41.05211639404297
45.93014144897461,40.163509368896484
46.98480224609375,44.3015022277832
45.714210510253906,38.1182746887207
43.344173431396484,37.80347442626953
51.6329345703125,48.535606384277344
47.772605895996094,38.35886001586914
44.63716125488281,41.0432014465332
43.7972297668457,37.781734466552734
44.740264892578125,36.063873291015625
44.035282135009766,36.25196838378906
43.451412200927734,41.7198600769043
40.973724365234375,38.37529373168945
41.508731842041016,33.41307067871094
42.48467254638672,36.43904113769531
45.08613204956055,37.818077087402344
41.408870697021484,34.511260986328125
41.3013801574707,34.8060188293457
40.60792541503906,34.438175201416016
39.33153533935547,34.579891204833984
43.418880462646484,36.57009506225586
44.80094528198242,36.31911849975586
40.81714630126953,33.78365707397461
39.765525817871094,35.70754623413086
39.979244232177734,33.891719818115234
40.99724197387695,33.82193374633789
43.4083251953125,34.74403762817383
39.60620880126953,31.783382415771484
39.144325256347656,31.8765869140625
37.59317398071289,34.849456787109375
37.211570739746094,34.29946517944336
37.41256332397461,41.977394104003906
35.97430419921875,29.441015243530273
38.05207824707031,32.84117889404297
39.7851448059082,30.426240921020508
36.11845397949219,31.42247200012207
35.83456039428711,28.085636138916016
