1e-3,5000,8,128,5e-6,16,32,64
1e-3,5000,8,128,5e-6,16,32,64
1e-3,5000,8,128,5e-6,16,32,64
1e-3,5000,8,128,5e-6,16,32,64
0,0,0,0,0,0,0
